incident_id,company_name,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,stock_ticker,incident_date,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_primary,data_source_secondary,data_source_type,confidence_tier,quality_score,quality_grade,review_flag,notes,created_at,updated_at
2022-0127-001,LinkStream Technologies Ltd.,386002286.79,AU,51,,1022,False,nan,2022-01-27,False,2022-02-27,2022-05-31,phishing,data_breach,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,Unknown,,1146019.0,mixed,"CRM,customer_database,active_directory",53.6,https://www.bleepingcomputer.com/news/security/linkstream-technologies-l-hit-by-cyberattack-2022/,,verified_media,4,90.33,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0824-001,Baltic Scope Communications Ltd.,3393197926.28,IN,51,,8648,False,nan,2023-08-24,False,2023-08-26,2023-09-09,apt,phishing,Zero-Day Exploit in Edge Device → Fileless Implant in Memory → Scheduled Task Persistence → Low-And-Slow Data Staging → Encrypted Exfiltration over DNS Tunneling,Hive,suspected,101695.0,financial,"ERP,CRM,manufacturing_OT,customer_database",269.96,https://www.baltic-scope-communicatio.com/newsroom/2023/01/security-update,,company_pr,2,79.6,Silver,,Multiple Subsidiaries Affected Across 3 Jurisdictions,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0425-001,Fox Indigo Office Co.,1259513234.94,BE,92,,14843,False,nan,2022-04-25,False,2022-04-28,2022-05-17,supply_chain,ddos,Not Available,Unknown,,56133.0,,"customer_database,ERP,website,SSO",53.6,https://www.cnil.fr/decisions/2022/06/INQ-2022-00140,,gdpr_notification,1,67.82,Bronze,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0102-001,Bravo Eagle Products Holdings Inc.,215021949.95,US,31-33,,1379,True,BEP,2021-01-02,False,2021-04-03,2021-05-20,malware,,Not Available,Unknown,,216824.0,PII,"customer_database,ERP,file_servers",53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001444420&type=8-K&dateb=20210616&owner=include&count=10,,sec_filing,1,61.97,Bronze,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1009-001,Sierra Node Ventures SA,48578250641.23,CH,51,,121295,True,SNV.SW,2023-10-09,False,2023-10-27,2023-11-18,data_breach,,Misconfigured Cloud Storage Bucket Discovered by Automated Scanner → Bulk Data Download over 72 Hours → Data Posted to Dark Web Marketplace,FIN11,suspected,73464.0,financial,file_servers,53.6,https://www.mandiant.com/resources/blog/sierra-node-ventures-incident-response-2023,,cybersecurity_firm,3,82.66,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1230-001,Newcastle Analytics Pty Ltd.,622598311.4,AU,51,,1593,True,NEWC.AX,2023-12-30,False,2024-01-07,2024-01-15,phishing,,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,Sandworm,confirmed,24550.0,mixed,"SSO,ERP,CRM,cloud_infrastructure,VPN",53.6,https://www.bfdi.bund.de/decisions/2023/11/INQ-2023-00143,https://www.crowdstrike.com/blog/newcastle-analytics--intrusion-analysis-2023/,gdpr_notification,1,86.57,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0309-001,FreshDeal Distribution Group Inc.,101768528.34,US,44-45,,654,False,nan,2023-03-09,False,2023-03-18,2023-04-23,ransomware,,Not Available,Sandworm,suspected,56133.0,,"ERP,VPN,email,customer_database",2.83,https://www.bleepingcomputer.com/news/security/freshdeal-distribution-gr-hit-by-cyberattack-2023/,,verified_media,4,89.43,Gold,,Third-Party Managed Service Provider Was Initial Entry Point,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0907-001,Beacon Keystone Consulting Co.,36563845.84,US,54,,193,False,nan,2025-09-07,False,2025-09-09,2025-10-02,apt,supply_chain,Zero-Day Exploit in Edge Device → Fileless Implant in Memory → Scheduled Task Persistence → Low-And-Slow Data Staging → Encrypted Exfiltration over DNS Tunneling,Unknown,,559177.0,health,SCADA,53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001861127&type=8-K&dateb=20250423&owner=include&count=10,,sec_filing,1,86.58,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0203-001,Pittsburgh Works Inc.,6795850282.82,US,31-33,,33318,True,PITT,2023-02-03,False,2023-02-14,2023-03-07,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Unknown,,218135.0,PII,"VPN,active_directory,email,file_servers,SSO",53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001716881&type=8-K&dateb=20230125&owner=include&count=10,https://www.mandiant.com/resources/blog/pittsburgh-works-inc-incident-response-2023,sec_filing,1,89.11,Gold,,Data Exfiltration Confirmed Via Dark Web Monitoring Service,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1212-001,Quartz Pacific Genomics SA,197106682.24,FR,62,,2426,False,nan,2025-12-12,False,2025-12-30,2026-02-20,apt,,Zero-Day Exploit in Edge Device → Fileless Implant in Memory → Scheduled Task Persistence → Low-And-Slow Data Staging → Encrypted Exfiltration over DNS Tunneling,Unknown,,3364858.0,PII,"SCADA,active_directory",26.08,https://unit42.paloaltonetworks.com/threat-brief-quartz-pacific-genom-2025/,https://www.quartz-pacific-genomics-s.com/newsroom/2025/09/security-update,cybersecurity_firm,3,79.67,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0220-001,SparkAmp Power Corp.,1883762059.25,JP,22,,4166,True,SPAR.T,2025-02-20,False,2025-08-19,2025-08-22,supply_chain,,Compromised Third-Party Software Update → Trojanized DLL Sideloaded → C2 Beacon Established → Persistent Access Across Customer Environments,Unknown,,56133.0,,HR_systems,64.9,https://www.ico.org.uk/decisions/2025/07/INQ-2025-00148,,gdpr_notification,1,71.71,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1118-001,Eriksson Health Holdings Inc.,436944048.87,US,62,,4880,True,ERIK,2025-11-18,False,2026-02-20,2026-03-04,ransomware,ddos,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Unknown,,227736.0,IP,SCADA,96.91,https://www.eriksson-health-holdings-.com/newsroom/2025/06/security-update,https://www.aepd.es/decisions/2025/05/INQ-2025-00149,company_pr,2,82.03,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0509-001,Walsh Labs Group Inc.,47043518396.06,US,62,,438475,True,WALS,2025-05-09,False,2025-05-15,2025-07-03,apt,phishing,Zero-Day Exploit in Edge Device → Fileless Implant in Memory → Scheduled Task Persistence → Low-And-Slow Data Staging → Encrypted Exfiltration over DNS Tunneling,Vice Society,probable,56133.0,,"SSO,file_servers,SCADA",40.41,https://www.walsh-labs-group-inc.com/newsroom/2025/02/security-update,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001615377&type=8-K&dateb=20250909&owner=include&count=10,company_pr,2,83.07,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1210-001,Sendai Communications Holdings Co. Ltd.,189416510.56,JP,51,,633,True,SEN1.T,2025-12-10,False,2025-12-16,2026-01-05,trojan,,Drive-By Download from Compromised Ad Network → Remote Access Trojan Deployment → Keylogger Activation → Credential Theft → Lateral Movement to File Servers,Unknown,,813937.0,PII,"website,SCADA,email,payment_systems",53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001955927&type=8-K&dateb=20251001&owner=include&count=10,,sec_filing,1,99.5,Gold,,Company Undergoing M&A At Time Of Incident; Financial Attribution Complex,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1219-001,Monroe Group SAS,2311636729.32,FR,72,,26070,True,MONR.PA,2025-12-19,True,2026-03-21,2026-05-20,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Sandworm,suspected,51025.0,credentials,"cloud_infrastructure,ERP,customer_database,file_servers,VPN",39.54,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001693390&type=8-K&dateb=20251016&owner=include&count=10,,sec_filing,1,96.59,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0115-001,Horizon Current Power Corp.,289070432.92,US,22,,1006,False,nan,2022-01-15,False,2022-02-02,2022-02-20,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,BlackBasta,suspected,394094.0,PII,"website,payment_systems,backup_systems,active_directory",16.86,https://www.mandiant.com/resources/blog/horizon-current-powe-incident-response-2022,,cybersecurity_firm,3,54.37,Bronze,low_quality_score,Revenue Estimated From Dun & Bradstreet Industry Median,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0620-001,Harbor Granite Assurance AG,67581877.51,DE,52,,158,False,nan,2022-06-20,False,2022-09-19,2022-12-28,phishing,,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,REvil,probable,115134.0,PII,"SCADA,email,cloud_infrastructure,website",53.6,https://www.cnil.fr/decisions/2022/01/INQ-2022-00154,,gdpr_notification,1,72.49,Silver,,Employee Count Approximate; Sourced From LinkedIn Company Page,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0116-001,ProPremier Partners Ltd.,511812112.08,SG,54,,1843,False,nan,2023-01-16,False,2023-01-28,2023-03-05,malware,,Trojanized Installer via SEO-Poisoned Download → Fileless PowerShell Execution → Registry Run-Key Persistence → Credential Dumping via LSASS → Data Staged for Exfiltration,Unknown,,8880469.0,credentials,"backup_systems,manufacturing_OT,customer_database,payment_systems",53.6,https://www.aepd.es/decisions/2023/06/INQ-2023-00155,https://www.mandiant.com/resources/blog/propremier-partners--incident-response-2023,gdpr_notification,1,80.46,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0629-001,Atlanta Engineering Corp.,5440226346.48,PT,31-33,,18223,True,ATLA.LS,2022-06-29,False,2022-10-01,2022-11-08,ransomware,supply_chain,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Unknown,,19879.0,mixed,cloud_infrastructure,53.6,https://www.bfdi.bund.de/decisions/2022/11/INQ-2022-00156,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001626040&type=8-K&dateb=20220510&owner=include&count=10,gdpr_notification,1,93.46,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0313-001,Haifa Therapeutics Ltd.,18764843673.93,IL,62,,109966,True,HAIF.TA,2023-03-13,False,2023-04-14,2023-06-07,phishing,supply_chain,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,Unknown,,15655.0,mixed,ERP,53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001349682&type=8-K&dateb=20231104&owner=include&count=10,,sec_filing,1,61.25,Bronze,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1116-001,RemedyCella Medical SA,77492399.37,FR,62,51,415,False,nan,2025-11-16,False,2025-12-16,2025-12-21,phishing,trojan,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,Conti,suspected,5203.0,PII,"SSO,website",53.6,https://www.theregister.com/2025/10/22/remedycella-medical-_security_incident/,,verified_media,4,76.44,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0802-001,SmartQuick Trading Holdings Inc.,53013440.4,CA,44-45,,357,False,nan,2021-08-02,False,2021-10-02,2021-10-10,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Turla,unknown,11469312.0,mixed,"payment_systems,email,customer_database,file_servers",140.01,https://www.bleepingcomputer.com/news/security/smartquick-trading-holdin-hit-by-cyberattack-2021/,https://www.aepd.es/decisions/2021/06/INQ-2021-00159,verified_media,4,81.72,Silver,large_breach_verify,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0202-001,Valor Consult Advisory Holdings Inc.,36280230.44,US,54,,125,False,nan,2025-02-02,False,2025-02-05,2025-02-09,phishing,,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,Hive,probable,253301.0,financial,"manufacturing_OT,website,SSO,payment_systems,cloud_infrastructure",53.6,https://www.valor-consult-advisory-ho.com/newsroom/2025/05/security-update,https://www.aepd.es/decisions/2025/07/INQ-2025-00160,company_pr,2,93.73,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0311-001,Harrington Stores Group PLC,63514125551.35,GB,44-45,,388347,True,HARR.L,2024-03-11,False,2024-05-13,2024-06-02,ddos,,Multi-Vector Botnet Activation → Volumetric UDP Reflection (900 Gbps Peak) → Application-Layer HTTP/2 Flood → 18-Hour Service Degradation,BlackCat/ALPHV,confirmed,56133.0,,"manufacturing_OT,file_servers,email,website,payment_systems",53.6,https://www.edpb.europa.eu/decisions/2024/12/INQ-2024-00161,,gdpr_notification,1,89.32,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1226-001,CastComponent Industrial Group SA,89373233.0,FR,31-33,,284,False,nan,2025-12-26,True,2026-02-24,2026-03-11,apt,,Zero-Day Exploit in Edge Device → Fileless Implant in Memory → Scheduled Task Persistence → Low-And-Slow Data Staging → Encrypted Exfiltration over DNS Tunneling,FIN7,probable,49243.0,health,"active_directory,cloud_infrastructure,payment_systems",148.94,https://www.aepd.es/decisions/2025/04/INQ-2025-00162,,gdpr_notification,1,81.0,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1002-001,ReserveSecura Group Holdings Ltd.,409011049.14,IN,52,,1108,True,RESE.NS,2022-10-02,False,2022-11-01,2023-01-03,data_breach,malware,Misconfigured Cloud Storage Bucket Discovered by Automated Scanner → Bulk Data Download over 72 Hours → Data Posted to Dark Web Marketplace,APT41,probable,18853.0,PII,"active_directory,cloud_infrastructure,HR_systems,ERP,VPN",53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001215860&type=8-K&dateb=20220518&owner=include&count=10,,sec_filing,1,75.32,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1214-001,PublicBorough Agency GmbH,483890032.57,DE,92,,4203,False,nan,2025-12-14,False,2025-12-25,2026-01-17,data_breach,,Misconfigured Cloud Storage Bucket Discovered by Automated Scanner → Bulk Data Download over 72 Hours → Data Posted to Dark Web Marketplace,Unknown,,377861.0,mixed,"ERP,website,VPN",53.6,https://unit42.paloaltonetworks.com/threat-brief-publicborough-agency-2025/,https://www.publicborough-agency-gmbh.com/newsroom/2025/11/security-update,cybersecurity_firm,3,89.6,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1217-001,Polaris Noble Logistics Holdings Inc.,1206339366.45,US,48-49,,5128,True,PNL,2021-12-17,False,2022-01-03,2022-02-02,phishing,supply_chain,Not Available,NoName057,unknown,54963.0,credentials,"ERP,backup_systems,manufacturing_OT",53.6,https://www.polaris-noble-logistics-h.com/newsroom/2021/04/security-update,https://www.mandiant.com/resources/blog/polaris-noble-logist-incident-response-2021,company_pr,2,52.85,Bronze,low_quality_score,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0705-001,Rossi Learning Co.,895536291.0,US,61,,10767,False,nan,2023-07-05,False,2023-08-08,2023-08-21,ransomware,,Not Available,Unknown,,1399411.0,credentials,"file_servers,backup_systems,ERP",83.59,https://www.bleepingcomputer.com/news/security/rossi-learning-co-hit-by-cyberattack-2023/,https://blog.talosintelligence.com/2023/05/rossi-learning-co-campaign.html,verified_media,4,85.51,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0929-001,LiveMedia Productions Group Inc.,456009014.89,MY,71,,2182,False,nan,2021-09-29,False,2021-12-31,2022-01-20,data_breach,phishing,Misconfigured Cloud Storage Bucket Discovered by Automated Scanner → Bulk Data Download over 72 Hours → Data Posted to Dark Web Marketplace,Unknown,,56133.0,,"ERP,CRM,email,backup_systems,file_servers",53.6,https://www.theregister.com/2021/07/21/livemedia-production_security_incident/,,verified_media,4,81.29,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0910-001,MetroCivic Department Group PLC,15370303302.14,GB,92,71,140613,False,nan,2022-09-10,False,2022-09-21,2022-10-29,phishing,,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,APT41,suspected,56133.0,,"active_directory,manufacturing_OT",53.6,https://www.edpb.europa.eu/decisions/2022/10/INQ-2022-00168,https://www.metrocivic-department-gro.com/newsroom/2022/02/security-update,gdpr_notification,1,91.58,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0302-001,Silver Granite Freight Inc.,8048202471.9,CA,48-49,,59433,True,SGF.TO,2024-03-02,False,2024-03-19,2024-04-03,ddos,,Not Available,DarkSide,suspected,56133.0,,"CRM,ERP",55.71,https://www.mandiant.com/resources/blog/silver-granite-freig-incident-response-2024,,cybersecurity_firm,3,98.87,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0507-001,Montpellier Healthcare SA,105038086.57,FR,62,,504,False,nan,2023-05-07,False,2023-06-06,2023-06-18,supply_chain,,Compromised Third-Party Software Update → Trojanized DLL Sideloaded → C2 Beacon Established → Persistent Access Across Customer Environments,RansomHub,probable,56133.0,,"SCADA,active_directory,HR_systems,website",29.7,https://therecord.media/2023/09/25/montpellier-healthcare-sa-breached,https://www.montpellier-healthcare-sa.com/newsroom/2023/07/security-update,verified_media,4,73.88,Silver,,Incident Scope Expanded During Investigation; Initial Disclosure Understated Impact,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0412-001,SyncNet Dynamics Corp.,30158113950.05,US,51,,57888,True,SYNC,2023-04-12,False,2023-10-13,2023-10-30,trojan,data_breach,Drive-By Download from Compromised Ad Network → Remote Access Trojan Deployment → Keylogger Activation → Credential Theft → Lateral Movement to File Servers,Vice Society,probable,261104.0,mixed,"ERP,manufacturing_OT,active_directory,cloud_infrastructure,email",53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001809932&type=8-K&dateb=20230421&owner=include&count=10,,sec_filing,1,96.25,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0113-001,Eagle Atlas Technologies Corp.,1551319568.58,US,51,62,3017,False,nan,2024-01-13,False,2024-01-21,2024-02-11,phishing,,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,Unknown,,56133.0,,"SCADA,website,ERP,customer_database",53.6,https://www.eagle-atlas-technologies-.com/newsroom/2024/08/security-update,,company_pr,2,73.46,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1229-001,CountyCounty Administration Group Inc.,40112516843.5,US,92,51,617844,False,nan,2023-12-29,False,2024-01-16,2024-03-17,apt,,Zero-Day Exploit in Edge Device → Fileless Implant in Memory → Scheduled Task Persistence → Low-And-Slow Data Staging → Encrypted Exfiltration over DNS Tunneling,Conti,probable,230489.0,mixed,"HR_systems,VPN",46.06,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001966755&type=8-K&dateb=20230524&owner=include&count=10,,sec_filing,1,89.84,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1002-001,Houston Agency Inc.,9231932763.94,FI,92,,103974,False,nan,2024-10-02,False,2024-10-16,2024-10-26,phishing,backdoor,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,Royal,probable,608591.0,mixed,"file_servers,SCADA,VPN",53.6,https://www.houston-agency-inc.com/newsroom/2024/05/security-update,,company_pr,2,71.15,Silver,,Cross-Border Incident; Primary Filing In HHS-OCR Jurisdiction,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0609-001,Jasper Creative Studios Pty Ltd.,315567696.4,AU,71,,1677,True,JCS.AX,2023-06-09,False,2023-08-10,2023-09-18,ddos,,Not Available,Unknown,,56133.0,,"manufacturing_OT,cloud_infrastructure,SSO,CRM",129.43,https://www.jasper-creative-studios-p.com/newsroom/2023/06/security-update,https://unit42.paloaltonetworks.com/threat-brief-jasper-creative-stud-2023/,company_pr,2,93.4,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0129-001,Amsterdam Services N.V.,6758190236.75,NL,56,,228627,True,AMST.AS,2025-01-29,False,2025-02-17,2025-02-21,ddos,,Not Available,Unknown,,56133.0,,"SSO,HR_systems,file_servers",53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001541422&type=8-K&dateb=20251212&owner=include&count=10,https://www.bleepingcomputer.com/news/security/amsterdam-services-nv-hit-by-cyberattack-2025/,sec_filing,1,97.38,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0313-001,Raleigh Holdings Holdings Inc.,381571305.56,AE,52,,1511,False,nan,2022-03-13,False,2022-04-15,2022-04-25,ransomware,supply_chain,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,REvil,probable,7443.0,financial,"email,SSO",10.56,https://therecord.media/2022/07/12/raleigh-holdings-holdings-breached,https://www.raleigh-holdings-holdings.com/newsroom/2022/02/security-update,verified_media,4,92.02,Gold,,Employee Count Approximate; Sourced From LinkedIn Company Page,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0510-001,Sierra Node Ventures SA,48578250641.23,CH,51,,121295,True,SNV.SW,2025-05-10,False,2025-06-13,2025-07-07,backdoor,phishing,Not Available,Unknown,,56133.0,,"active_directory,VPN,payment_systems,SCADA",53.6,https://www.sierra-node-ventures-sa.com/newsroom/2025/01/security-update,,company_pr,2,67.64,Bronze,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1209-001,Timber Baltic Labs Corp.,760011461.36,US,62,,3539,True,TBL,2023-12-09,True,2024-01-12,2024-01-22,ransomware,data_breach,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Unknown,,1474963.0,mixed,"customer_database,cloud_infrastructure",19.05,https://www.cnil.fr/decisions/2023/07/INQ-2023-00179,https://www.theregister.com/2023/01/09/timber-baltic-labs-c_security_incident/,gdpr_notification,1,90.97,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0126-001,Okonkwo Retail Group SA,185852301.53,FR,44-45,61,1612,True,OKON.PA,2023-01-26,False,2023-05-01,2023-05-21,malware,,Not Available,Hive,probable,8223.0,PII,"CRM,active_directory,website,customer_database,ERP",22.2,https://www.okonkwo-retail-group-sa.com/newsroom/2023/06/security-update,,company_pr,2,97.38,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1121-001,Lantern Borealis Transport Group SA,303618338.7,FR,48-49,,2120,False,nan,2024-11-21,False,2024-11-29,2024-12-11,ransomware,,Not Available,Unknown,,122513.0,financial,"active_directory,cloud_infrastructure,manufacturing_OT,email,file_servers",30.9,https://www.lantern-borealis-transpor.com/newsroom/2024/04/security-update,,company_pr,2,73.81,Silver,,Data Exfiltration Confirmed Via Dark Web Monitoring Service,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0629-001,Nexus Summit Industries Corp.,116374357.95,US,31-33,,655,True,NSI,2024-06-29,False,2024-08-31,2024-11-03,trojan,,Drive-By Download from Compromised Ad Network → Remote Access Trojan Deployment → Keylogger Activation → Credential Theft → Lateral Movement to File Servers,Unknown,,56133.0,,"manufacturing_OT,backup_systems,SSO",53.6,https://www.nexus-summit-industries-c.com/newsroom/2024/08/security-update,,company_pr,2,58.94,Bronze,low_quality_score,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1105-001,SanDiego Services Co.,414106058.1,US,54,51,1850,False,nan,2024-11-05,False,2025-01-05,2025-01-13,ransomware,ddos,Not Available,Unknown,,56133.0,,"backup_systems,CRM,manufacturing_OT",274.09,https://blog.talosintelligence.com/2024/01/sandiego-services-co-campaign.html,,cybersecurity_firm,3,97.17,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0816-001,Sequoia Expert Consulting Group Inc.,6378106796.04,US,54,,33772,True,SEC,2022-08-16,False,2022-08-26,2022-10-04,ransomware,backdoor,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Lazarus Group,unknown,36959.0,credentials,"cloud_infrastructure,CRM,backup_systems",7.78,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001892253&type=8-K&dateb=20220401&owner=include&count=10,https://www.mandiant.com/resources/blog/sequoia-expert-consu-incident-response-2022,sec_filing,1,95.82,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0127-001,Frontier Urban Properties S.L.,35095220.87,ES,53,51,133,False,nan,2025-01-27,False,2025-02-08,2025-02-18,ransomware,phishing,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Unknown,,14696.0,PII,CRM,53.6,https://www.bfdi.bund.de/decisions/2025/11/INQ-2025-00185,,gdpr_notification,1,91.11,Gold,,OT/ICS Systems Affected; Physical Operations Suspended For 21 Days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0320-001,Citadel Store Retail AB,372760483.25,SE,44-45,,4423,False,nan,2024-03-20,False,2024-03-28,2024-05-14,ddos,,Multi-Vector Botnet Activation → Volumetric UDP Reflection (900 Gbps Peak) → Application-Layer HTTP/2 Flood → 18-Hour Service Degradation,Unknown,,56133.0,,"VPN,active_directory,backup_systems,CRM,payment_systems",163.08,https://www.bfdi.bund.de/decisions/2024/12/INQ-2024-00186,https://www.theregister.com/2024/07/01/citadel-store-retail_security_incident/,gdpr_notification,1,91.13,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
